Time [ms], Thrust [N]
1207,  2350.4997898710617
1208,  2345.2258709664457
1209,  2340.210127855752
1210,  2335.559177809426
1211,  2331.3705386199495
1212,  2327.7114513893243
1213,  2324.5628772484447
1214,  2321.887346145573
1215,  2319.6684168723104
1216,  2317.8312366802834
1217,  2316.2209675757267
1218,  2314.700567740112
1219,  2313.167778903123
1220,  2311.5196903998967
1221,  2309.600523007113
1222,  2307.328318362768
1223,  2304.709493036379
1224,  2301.7426211738166
1225,  2298.439378101185
1226,  2294.876238629716
1227,  2291.1853086553
1228,  2287.4932893583787
1229,  2283.874598820071
1230,  2280.4364643119093
1231,  2277.2629043080333
1232,  2274.439780062913
1233,  2271.924490343823
1234,  2269.6974331680094
1235,  2267.774528519096
1236,  2266.0743072625164
1237,  2264.495750600133
1238,  2262.951207027953
1239,  2261.423101136852
1240,  2259.868524028404
1241,  2258.2325614238507
1242,  2256.492115966224
1243,  2254.7356329445693
1244,  2253.0010726243586
1245,  2251.307627796172
1246,  2249.70990304145
1247,  2248.3249396558767
1248,  2247.200637047601
1249,  2246.3052193612693
1250,  2245.757530123945
1251,  2245.5643103051057
1252,  2245.7360751721826
1253,  2246.235566553894
1254,  2247.038052778846
1255,  2248.1425888100193
1256,  2249.546313546807
1257,  2251.1787779736114
1258,  2252.9898288445834
1259,  2254.9873634011465
1260,  2257.166784964208
1261,  2259.4351375602823
1262,  2261.7652769833676
1263,  2264.1583145245636
1264,  2266.6145935073405
1265,  2269.0582231325934
1266,  2271.4397426551836
1267,  2273.7852390964126
1268,  2276.1124055027503
1269,  2278.369584517067
1270,  2280.562063958603
1271,  2282.722187753875
1272,  2284.945765105536
1273,  2287.214853546698
1274,  2289.5326024805786
1275,  2292.0202263620386
1276,  2294.766918104521
1277,  2297.745285718154
1278,  2300.9599267908106
1279,  2304.439203459082
1280,  2308.236921200375
1281,  2312.2466899877368
1282,  2316.36244689087
1283,  2320.5448163125384
1284,  2324.774353846108
1285,  2328.9054533683234
1286,  2332.807279946427
1287,  2336.482451309907
1288,  2339.9324903519455
1289,  2343.1170544301813
1290,  2346.0236352217266
1291,  2348.7414730427945
1292,  2351.3934695390208
1293,  2354.03187252493
1294,  2356.6934281140716
1295,  2359.5331251680495
1296,  2362.619149646035
1297,  2366.036505072212
1298,  2369.7447771505285
1299,  2373.744887568935
1300,  2378.09261551854
1301,  2382.647185530442
1302,  2387.305514620938
1303,  2392.026206723317
1304,  2396.760584298352
1305,  2401.390858609335
1306,  2405.8362249096394
1307,  2410.0724218112127
1308,  2414.1385516233386
1309,  2418.0159455206444
1310,  2421.7398052388085
1311,  2425.418283706701
1312,  2429.1420632436243
1313,  2432.9836486086315
1314,  2437.0049732706675
1315,  2441.290506885791
1316,  2445.9179437607627
1317,  2450.867178770363
1318,  2456.103114372745
1319,  2461.5970749238254
1320,  2467.2856456066856
1321,  2473.0433154686357
1322,  2478.746127374931
1323,  2484.3124737338444
1324,  2489.663206739491
1325,  2494.72457970925
1326,  2499.3997064537784
1327,  2503.6802803549485
1328,  2507.6315665928055
1329,  2511.252304113213
1330,  2514.5799290748337
1331,  2517.694685296654
1332,  2520.698676628113
1333,  2523.6463406048797
1334,  2526.5677433087035
1335,  2529.5061436070173
1336,  2532.520920516978
1337,  2535.6028442457937
1338,  2538.684674809852
1339,  2541.7681161682895
1340,  2544.8395433709256
1341,  2547.824484503381
1342,  2550.683366537936
1343,  2553.3683923683316
1344,  2555.8861762734587
1345,  2558.2333906287267
1346,  2560.3324154902966
1347,  2562.253057714822
1348,  2563.984799026243
1349,  2565.554663938524
1350,  2567.0124731044525
1351,  2568.3691855156553
1352,  2569.6896619674876
1353,  2571.0314258943504
1354,  2572.3788824566545
1355,  2573.754346358502
1356,  2575.197529786221
1357,  2576.7052299179563
1358,  2578.1984326921815
1359,  2579.6442492238625
1360,  2581.0295857117485
1361,  2582.2652860791245
1362,  2583.2354676443524
1363,  2583.908142427474
1364,  2584.246680497896
1365,  2584.229669427133
1366,  2583.8004262578347
1367,  2582.992988387199
1368,  2581.902246636008
1369,  2580.5932987370857
1370,  2579.1320870352365
1371,  2577.633678099936
1372,  2576.2490308705105
1373,  2575.079253974365
1374,  2574.1490243096428
1375,  2573.52312204687
1376,  2573.226153704611
1377,  2573.243806917662
1378,  2573.4661847083676
1379,  2573.7910729795162
1380,  2574.107582734923
1381,  2574.2662102338663
1382,  2574.086700836012
1383,  2573.373032513059
1384,  2572.0700125712533
1385,  2570.046406641544
1386,  2567.167467631128
1388,  2563.4286802182023
1389,  2558.8427712766374
1390,  2553.475540098128
1391,  2547.411853520977
1392,  2540.818831540159
1393,  2533.9062114107205
1394,  2526.894016930778
1395,  2520.0229320467643
1396,  2513.564864951259
1397,  2507.7400645296148
1398,  2502.7632982392997
1399,  2498.7705739627827
1400,  2495.793201362727
1401,  2493.9122615563097
1402,  2492.9434589184
1403,  2492.695938769987
1404,  2492.910291387459
1405,  2493.246277817017
1406,  2493.320568880362
1407,  2492.7641796291914
1408,  2491.2537313635717
1409,  2488.5334512560894
1410,  2484.449568280414
1411,  2478.967798362788
1412,  2472.2231678283238
1413,  2464.4459732510886
1414,  2455.97484590547
1415,  2447.2526907277575
1416,  2438.7467292281763
1417,  2430.8949631854784
1418,  2424.1115216162557
1419,  2418.6910271202196
1420,  2414.8281316641137
1421,  2412.563569469054
1422,  2411.7621550744893
1423,  2412.2231875412513
1424,  2413.6152499931277
1425,  2415.4909281738946
1426,  2417.4916757557207
1427,  2419.222882055522
1428,  2420.3800300817184
1429,  2420.693194808859
1430,  2420.0409297419023
1431,  2418.416204860986
1432,  2415.95584839598
1433,  2412.8075559686595
1434,  2409.171680746678
1435,  2405.3336971788676
1436,  2401.4919393106024
1437,  2397.842174744299
1438,  2394.5195461031735
1439,  2391.5457361181616
1440,  2388.9775655308904
1441,  2386.748579927439
1442,  2384.7233559196693
1443,  2382.797445426453
1444,  2380.9012782917007
1445,  2378.931379020937
1446,  2376.8201162275427
1447,  2374.5300514233595
1448,  2372.101404558629
1449,  2369.579701003804
1450,  2367.012527743983
1451,  2364.458587695489
1452,  2361.9217309858113
1453,  2359.5160187603055
1454,  2357.204166883559
1455,  2354.931765873893
1456,  2352.6686519126465
1457,  2350.4045575091186
1458,  2348.036014409296
1459,  2345.4996124287863
1460,  2342.771430772581
1461,  2339.8890405084685
1462,  2336.8697618756223
1463,  2333.6974548911912
1464,  2330.492068247952
1465,  2327.369120165882
1466,  2324.372107178757
1467,  2321.5553192531056
1468,  2318.9857414518738
1469,  2316.739570202836
1470,  2314.7872938418823
1471,  2313.060441270989
1472,  2311.555617631713
1473,  2310.245996041279
1474,  2309.0398307163296
1475,  2307.843645806154
1476,  2306.667742505735
1477,  2305.460333590603
1478,  2304.1969591353813
1479,  2302.844833268631
1480,  2301.4605452520827
1481,  2300.116609330074
1482,  2298.837619044096
1483,  2297.62059623584
1484,  2296.562741216966
1485,  2295.724158250282
1486,  2295.1406456676996
1487,  2294.805272355361
1488,  2294.7386608061997
1489,  2294.9940604019666
1490,  2295.5467836109756
1491,  2296.3435746853365
1492,  2297.3830576704013
1493,  2298.66436201748
1494,  2300.1248184910687
1495,  2301.6939927049652
1496,  2303.3452338172274
1497,  2305.059312369104
1498,  2306.7921602631404
1499,  2308.444578559829
1500,  2310.0453627601123
1501,  2311.577398487432
1502,  2313.0333778321906
1503,  2314.4212719006773
1504,  2315.749808515484
1505,  2317.073541236592
1506,  2318.427958659202
1507,  2319.8395971757573
1508,  2321.334710661993
1509,  2322.9770114772687
1510,  2324.770555942175
1511,  2326.7066751546627
1512,  2328.779671382015
1513,  2330.9607606632694
1514,  2333.2227610561904
1515,  2335.489418083309
1516,  2337.7265288736903
1517,  2339.897787725232
1518,  2341.955370896796
1519,  2343.867097492979
1520,  2345.622470620933
1521,  2347.2528402843354
1522,  2348.7796595082814
1523,  2350.228874990262
1524,  2351.66337013459
1525,  2353.1489139511655
1526,  2354.727498978332
1527,  2356.4307704359844
1528,  2358.301405504757
1529,  2360.3719672820425
1530,  2362.6194842149916
1531,  2365.0286431904897
1532,  2367.5682320007154
1533,  2370.204063385235
1534,  2372.8782441051285
1535,  2375.5333575185723
1536,  2378.158242786969
1537,  2380.7074386950085
1538,  2383.153819716692
1539,  2385.51185058797
1540,  2387.7970619322605
1541,  2390.051061562932
1542,  2392.293305841415
1543,  2394.5767038134136
1544,  2396.974505440716
1545,  2399.513905118485
1546,  2402.2261290174756
1547,  2405.132928658061
1548,  2408.25659456159
1549,  2411.565749790027
1550,  2415.070459323795
1551,  2418.7105027009056
1552,  2422.458303583115
1553,  2426.280939003163
1554,  2430.105096556464
1555,  2433.910808260679
1556,  2437.6979362494276
1557,  2441.4408885365383
1558,  2445.1078027055833
1559,  2448.719651027957
1560,  2452.314794184281
1561,  2455.8930846502253
1562,  2459.4340388547007
1563,  2462.958049213645
1564,  2466.4669488467152
1565,  2469.93080303875
1566,  2473.280927301966
1567,  2476.479354719197
1568,  2479.4999240562665
1569,  2482.2767577673894
1570,  2484.758723779954
1571,  2486.913918680123
1572,  2488.7653880527446
1573,  2490.3544467497018
1574,  2491.6824900854394
1575,  2492.8441560038623
1576,  2493.9430382271307
1577,  2495.0838702753035
1578,  2496.340704635627
1579,  2497.779429819728
1580,  2499.473258719977
1581,  2501.4620524343645
1582,  2503.7145293075946
1583,  2506.1641410441202
1584,  2508.7718060463812
1585,  2511.4722964125112
1586,  2514.129383979614
1587,  2516.633014646561
1588,  2518.938733473271
1589,  2521.0053989329526
1590,  2522.7618497655167
1591,  2524.2175293772443
1592,  2525.412432058908
1593,  2526.409648070233
1594,  2527.2470232551277
1595,  2527.9681912437886
1596,  2528.665994862312
1597,  2529.3904504941233
1598,  2530.142566665904
1599,  2530.8882101570834
1600,  2531.6718874909066
1601,  2532.4601533827604
1602,  2533.184490909241
1603,  2533.7966176004584
1604,  2534.305457369842
1605,  2534.714283578023
1606,  2534.9842623592303
1607,  2535.1279984102684
1608,  2535.21834277449
1609,  2535.3134857146797
1610,  2535.426436957741
1611,  2535.562945681032
1612,  2535.797020012859
1613,  2536.1652771520194
1614,  2536.597200942795
1615,  2537.0581490974487
1616,  2537.519510585446
1617,  2537.9711290370947
1618,  2538.312003361874
1619,  2538.460592310052
1620,  2538.4273076634017
1621,  2538.208262518459
1622,  2537.770578107387
1623,  2537.135018344545
1624,  2536.340498857477
1625,  2535.468726517744
1626,  2534.5398545406024
1627,  2533.573649196631
1628,  2532.6023980243913
1629,  2531.6526125910623
1630,  2530.702350275991
1631,  2529.6839599638015
1632,  2528.54504811088
1633,  2527.2510070463663
1634,  2525.7287129563706
1635,  2523.8969434796018
1636,  2521.710086933106
1637,  2519.191993224078
1638,  2516.343086708134
1639,  2513.1887709560137
1640,  2509.804236274141
1641,  2506.323507056546
1642,  2502.8307334430265
1643,  2499.4301795751303
1644,  2496.2323680406294
1645,  2493.349379541352
1646,  2490.837990873413
1647,  2488.7053188202385
1648,  2486.932801094461
1649,  2485.5139129167223
1650,  2484.3658840179414
1651,  2483.3380265201454
1652,  2482.33585234796
1653,  2481.258524254113
1654,  2480.002120026968
1655,  2478.427665175755
1656,  2476.4850554803497
1657,  2474.1751662301535
1658,  2471.502154929156
1659,  2468.481471448029
1660,  2465.1905515086078
1661,  2461.767077980755
1662,  2458.3218892745244
1663,  2454.9450876580754
1664,  2451.741369658297
1665,  2448.8189067557723
1666,  2446.2468676442395
1667,  2444.0244623178446
1668,  2442.10232456101
1669,  2440.4639810191297
1670,  2439.0397006631333
1671,  2437.6781447647454
1672,  2436.254742854621
1673,  2434.6819963276726
1674,  2432.8551093902747
1675,  2430.6417503909693
1676,  2427.9895569853193
1677,  2424.8834286895553
1678,  2421.3397557253675
1679,  2417.393618582098
1680,  2413.0950012160793
1681,  2408.574697273612
1682,  2403.9408178478634
1683,  2399.294144694908
1684,  2394.727427844623
1685,  2390.3771606685473
1686,  2386.30398443376
1687,  2382.517756253915
1688,  2379.0654877977286
1689,  2375.9387376861064
1690,  2373.085336923448
1691,  2370.4259734178613
1692,  2367.8965684907434
1693,  2365.4126062740543
1694,  2362.8880326923745
1695,  2360.253778004564
1696,  2357.441210895445
1697,  2354.433106767591
1698,  2351.214789940231
1699,  2347.8177588757735
1700,  2344.2754397233184
1701,  2340.6848131991233
1702,  2337.1411240907996
1703,  2333.714278085449
1704,  2330.510300713504
1705,  2327.6214690317074
1706,  2325.1143348456435
1707,  2323.003367096937
1708,  2321.2973186617596
1709,  2319.989166597742
1710,  2319.025204537663
1711,  2318.3044232734937
1712,  2317.755424354744
1713,  2317.310180289862
1714,  2316.880302322876
1715,  2316.377005683845
1716,  2315.800010115131
1717,  2315.1400523441807
1718,  2314.3927676565513
1719,  2313.603038359095
1720,  2312.825988983374
1722,  2312.133677841178
1723,  2311.5626277821866
1724,  2311.189255493914
1725,  2311.049308087406
1726,  2311.12258602128
1727,  2311.4217657232234
1728,  2311.9477008386084
1729,  2312.674198156192
1730,  2313.5362414488154
1731,  2314.478946175026
1732,  2315.496031889782
1733,  2316.536974075977
1734,  2317.5618007755907
1735,  2318.539324498215
1736,  2319.4721356738246
1737,  2320.334334207975
1738,  2321.1164697987215
1739,  2321.8250363919387
1740,  2322.432574881069
1741,  2322.9559116956852
1742,  2323.397055768105
1743,  2323.765156054694
1744,  2324.072201531666
1745,  2324.372192884375
1746,  2324.676687787336
1747,  2325.0164467422337
1748,  2325.445578962416
1749,  2325.993544094921
1750,  2326.6853786402385
1751,  2327.5298172585462
1752,  2328.5266013262317
1753,  2329.6577220870986
1754,  2330.8938335069197
1755,  2332.218931081876
1756,  2333.5791962214457
1757,  2334.9476955539867
1758,  2336.314581888102
1759,  2337.649736614967
1760,  2338.9681496747935
1761,  2340.2740444713863
1762,  2341.5842027828194
1763,  2342.9565437507144
1764,  2344.3970392226374
1765,  2345.920573916532
1766,  2347.5468884245374
1767,  2349.3178416030287
1768,  2351.2089158018625
1769,  2353.1701742241485
1770,  2355.236564362598
1771,  2357.393648749324
1772,  2359.599944843966
1773,  2361.8377877391513
1774,  2364.1439208108472
1775,  2366.513722970688
1776,  2368.9354094554396
1777,  2371.469156075297
1778,  2374.1686551987195
1779,  2377.015999594126
1780,  2380.028710657509
1781,  2383.2237210506564
1782,  2386.597001495983
1783,  2390.1124882213594
1784,  2393.6932693081267
1785,  2397.2898405650203
1786,  2400.8591159351913
1787,  2404.3001392029255
1788,  2407.51532878813
1789,  2410.4615413306237
1790,  2413.092876383497
1791,  2415.379763084096
1792,  2417.3064227081436
1793,  2418.8997492859116
1794,  2420.2299717063825
1795,  2421.362713788275
1796,  2422.373670135001
1797,  2423.3886559167718
1798,  2424.5107376061455
1799,  2425.819711305872
1800,  2427.4038299174895
1801,  2429.3333388074984
1802,  2431.621417832522
1803,  2434.255929829028
1804,  2437.2076539955638
1805,  2440.4152481741276
1806,  2443.7573264341736
1807,  2447.1182634484826
1808,  2450.3908250912214
1809,  2453.435835729392
1810,  2456.1757933536483
1811,  2458.5220102129742
1812,  2460.4238069762623
1813,  2461.887282650527
1814,  2462.957405832709
1815,  2463.686029115856
1816,  2464.18980041147
1817,  2464.608889923912
1818,  2465.069972621769
1819,  2465.685821587555
1820,  2466.5733328667593
1821,  2467.8044070720944
1822,  2469.41161992408
1823,  2471.3818780015745
1824,  2473.648478903105
1825,  2476.1370967205144
1826,  2478.709925050763
1827,  2481.2490031030397
1828,  2483.5957138076137
1829,  2485.621170109858
1830,  2487.2582995137777
1831,  2488.434014161501
1832,  2489.115044043424
1833,  2489.3583482680738
1834,  2489.2387982586547
1835,  2488.8570486955773
1836,  2488.3225576802665
1837,  2487.789238649789
1838,  2487.4010086738667
1839,  2487.2782836165898
1840,  2487.4641829068423
1841,  2488.0400444009642
1842,  2489.027864261238
1843,  2490.377594910085
1844,  2492.019509913764
1845,  2493.8713396402063
1846,  2495.8244536737166
1847,  2497.7489686930007
1848,  2499.5131059341497
1849,  2501.0167349176118
1850,  2502.19514414966
1851,  2502.9481096649565
1852,  2503.238960697016
1853,  2503.072610527647
1854,  2502.4559714199972
1855,  2501.4359641909064
1856,  2500.0316718398367
1857,  2498.3500418349336
1858,  2496.4791846696653
1859,  2494.476483211711
1860,  2492.429646244981
1861,  2490.394243304188
1862,  2488.4453823708354
1863,  2486.6235068727647
1864,  2484.9541951715933
1865,  2483.4514740455243
1866,  2482.1391964707473
1867,  2480.9888827527407
1868,  2479.9609807422153
1869,  2479.018004659313
1870,  2478.130793170533
1871,  2477.2594548172347
1872,  2476.318795721623
1873,  2475.2866775866687
1874,  2474.1404047449582
1875,  2472.8425127308637
1876,  2471.3795505155376
1877,  2469.774020145845
1878,  2468.0367658228247
1879,  2466.2272184230555
1880,  2464.40419790882
1881,  2462.597511586456
1882,  2460.876770895482
1883,  2459.340476904548
1884,  2458.006072454392
1885,  2456.89725493488
1886,  2456.049755947222
1887,  2455.4654331390393
1888,  2455.086530855558
1889,  2454.8493309729915
1890,  2454.6846398369926
1891,  2454.5350564195296
1892,  2454.283859118134
1893,  2453.834276303172
1894,  2453.1385321914654
1895,  2452.1533416984444
1896,  2450.8413890901584
1897,  2449.203867756972
1898,  2447.2917836440733
1899,  2445.158679896531
1900,  2442.8766712506385
1901,  2440.5173429649512
1902,  2438.150165715606
1903,  2435.8648472295467
1904,  2433.7035955786146
1905,  2431.6934934973065
1906,  2429.8095786020126
1907,  2428.0798694310056
1908,  2426.452170801323
1909,  2424.849740911169
1910,  2423.2356501259897
1911,  2421.563447541826
1912,  2419.8170533540015
1913,  2417.9396603532564
1914,  2415.9465013832537
1915,  2413.865863730967
1916,  2411.7139109062855
1917,  2409.5315302239997
1918,  2407.3630299298684
1919,  2405.26778297477
1920,  2403.2833223828434
1921,  2401.4196316770094
1922,  2399.686805255593
1923,  2398.10986503217
1924,  2396.6796627509957
1925,  2395.371447036853
1926,  2394.178483637685
1927,  2393.0892763073157
1928,  2392.0895077379664
1929,  2391.176703806762
1930,  2390.329732486339
1931,  2389.5486003429337
1932,  2388.844183556438
1933,  2388.185065221001
1934,  2387.5379707156553
1935,  2386.879594578266
1936,  2386.1819333215135
1937,  2385.370210599876
1938,  2384.4000237821456
1939,  2383.2465345779096
1940,  2381.8698791066236
1941,  2380.255216867286
1942,  2378.416554760088
1943,  2376.3997653734896
1944,  2374.263621501039
1945,  2372.087455986406
1946,  2369.9664423255285
1947,  2368.0020642157106
1948,  2366.3094049336505
1949,  2364.9271221505574
1950,  2363.920605395149
1951,  2363.3272680903356
1952,  2363.112658823933
1953,  2363.248399696536
1954,  2363.663249781523
1955,  2364.259445273273
1956,  2364.944126704915
1957,  2365.632257687921
1958,  2366.229190358412
1959,  2366.675782856255
1960,  2366.9563326537054
1961,  2367.0559674019623
1962,  2366.9959709058885
1963,  2366.819840390551
1964,  2366.605124762467
1965,  2366.405748494046
1966,  2366.2860421497503
1967,  2366.3088983842517
1968,  2366.5134598047625
1969,  2366.9219968683847
1970,  2367.5201580494413
1971,  2368.2877619288247
1972,  2369.1972791921726
1973,  2370.200258640535
1974,  2371.250374827254
1975,  2372.274923400547
1976,  2373.234827549891
1977,  2374.1069741874553
1978,  2374.850374372034
1979,  2375.4506558941634
1980,  2375.9106261464876
1981,  2376.244388178624
1982,  2376.4594558120325
1983,  2376.5551837531407
1984,  2376.5696816424684
1985,  2376.530630723642
1986,  2376.4539101456376
1987,  2376.3416119603125
1988,  2376.2408754458393
1989,  2376.18067106366
1990,  2376.1595600223536
1991,  2376.221870633674
1992,  2376.3961072493944
1993,  2376.695258353361
1994,  2377.1763546665134
1995,  2377.845332770951
1996,  2378.7158762696426
1997,  2379.811182261696
1998,  2381.150915270753
1999,  2382.6879979007326
2000,  2384.4158979296744
2001,  2386.3114885451964
2002,  2388.3128253939713
2003,  2390.363772096007
2004,  2392.392710117766
2005,  2394.309183240216
2006,  2396.063020481376
2007,  2397.606632500305
2008,  2398.856162692831
2009,  2399.7949223936903
2010,  2400.44264408964
2011,  2400.8171621079277
2012,  2400.9416918310785
2013,  2400.9147684818977
2014,  2400.852679359861
2015,  2400.85618060597
2016,  2401.0321036702885
2017,  2401.4791770047495
2018,  2402.3070806548435
2019,  2403.564296461698
2020,  2405.22682268501
2021,  2407.2958363378193
2022,  2409.721472567174
2023,  2412.3709155884867
2024,  2415.110237492692
2025,  2417.7994261577146
2026,  2420.3214761840945
2027,  2422.533309049633
2028,  2424.347805667711
2029,  2425.715311439374
2030,  2426.6446106764597
2031,  2427.1867603335677
2032,  2427.4104118341224
2033,  2427.436071579183
2034,  2427.4395478009196
2035,  2427.542444426069
2036,  2427.8419323381086
2037,  2428.468458613485
2038,  2429.5139809479333
2039,  2430.9399713759003
2040,  2432.7247506618132
2041,  2434.833483105832
2042,  2437.1530399719627
2043,  2439.548193073926
2044,  2441.908623538485
2045,  2444.0984127500215
2046,  2446.0462700508933
2047,  2447.6613876650517
2048,  2448.9195023230236
2049,  2449.8110690773824
2050,  2450.389302593046
2051,  2450.707260308394
2052,  2450.8215160828845
2053,  2450.830345712081
2054,  2450.8335121926402
2056,  2450.8861637703762
2057,  2451.059802675784
2058,  2451.4015549812234
2059,  2451.9040174510064
2060,  2452.589312262052
2061,  2453.436080389381
2062,  2454.4026179338566
2063,  2455.4514597891666
2064,  2456.549236795614
2065,  2457.656805792809
2066,  2458.7367674555835
2067,  2459.7437534168744
2068,  2460.6606380555017
2069,  2461.4863285057495
2070,  2462.1832693853707
2071,  2462.7188294912758
2072,  2463.1304180307793
2073,  2463.382114482922
2074,  2463.4407248945117
2075,  2463.310855334921
2076,  2462.9878770456808
2077,  2462.485492963469
2078,  2461.7834151374755
2079,  2460.905854924412
2080,  2459.891756211782
2081,  2458.7912798105426
2082,  2457.64234500505
2083,  2456.494346156081
2084,  2455.430624322734
2085,  2454.509132179544
2086,  2453.748543031227
2087,  2453.2085717917384
2088,  2452.9214224493226
2089,  2452.8753764653407
2090,  2453.0168325297595
2091,  2453.357625875568
2092,  2453.8365087193206
2093,  2454.3538122626037
2094,  2454.870849013352
2095,  2455.317108076609
2096,  2455.6506899683063
2097,  2455.8370496000384
2098,  2455.82294183555
2099,  2455.640895152997
2100,  2455.2986101170936
2101,  2454.8149831407472
2102,  2454.2354486222935
2103,  2453.605255050506
2104,  2452.9811056137705
2105,  2452.380001900315
2106,  2451.8013511441336
2107,  2451.2892981724995
2108,  2450.811739333851
2109,  2450.3344432036965
2110,  2449.833587159428
2111,  2449.272354689795
2112,  2448.609023537423
2113,  2447.7945568030696
2114,  2446.823633358467
2115,  2445.6925977029837
2116,  2444.417928367501
2117,  2442.9986513966264
2118,  2441.4945737151675
2119,  2439.9652978181603
2120,  2438.441188642684
2121,  2436.9918442055036
2122,  2435.6472527843866
2123,  2434.4330710318786
2124,  2433.3748376047633
2125,  2432.471735248302
2126,  2431.702459423273
2127,  2431.0368310420113
2128,  2430.4372562791004
2129,  2429.8777277954737
2130,  2429.309326600675
2131,  2428.6949418794843
2132,  2428.0121739027304
2133,  2427.253075296647
2134,  2426.40829277493
2135,  2425.4802267982486
2136,  2424.480651525734
2137,  2423.4522139730607
2138,  2422.4054859954854
2139,  2421.3627988607127
2140,  2420.3470576808872
2141,  2419.399552415253
2142,  2418.52152215153
2143,  2417.7116699949506
2144,  2416.997986972495
2145,  2416.370713067742
2146,  2415.837775655732
2147,  2415.3600914569574
2148,  2414.9254350801834
2149,  2414.5168137089777
2150,  2414.1088928210265
2151,  2413.6686138159835
2152,  2413.1465986407634
2153,  2412.5271016426946
2154,  2411.7907728846167
2155,  2410.896216958929
2156,  2409.8295225331026
2157,  2408.6067269178006
2158,  2407.2266186113666
2159,  2405.701253735127
2160,  2404.081626439328
2161,  2402.386698757126
2162,  2400.678953088111
2163,  2398.9965136568285
2164,  2397.406311448302
2165,  2395.927074136227
2166,  2394.6264001371387
2167,  2393.4987094476974
2168,  2392.5729660004818
2169,  2391.8266290153133
2170,  2391.240271254191
2171,  2390.7755975098844
2172,  2390.3724495722554
2173,  2389.9934286282505
2174,  2389.5823044502467
2175,  2389.0822013701254
2176,  2388.452965018798
2177,  2387.6990514136824
2178,  2386.822853548965
2179,  2385.817252862875
2180,  2384.737094169462
2181,  2383.656649750422
2182,  2382.62823042732
2183,  2381.7123405270104
2184,  2380.970710222322
2185,  2380.4818986488813
2186,  2380.2463438058576
2187,  2380.2877453151796
2188,  2380.5719505981365
2189,  2381.0632380212664
2190,  2381.710428661003
2191,  2382.4320925153615
2192,  2383.1431691450807
2193,  2383.7694584549963
2194,  2384.273427786753
2195,  2384.6016783338414
2196,  2384.729628096543
2197,  2384.671788156079
2198,  2384.4636925887808
2199,  2384.147251588509
2200,  2383.78546355242
2201,  2383.4384985712536
2202,  2383.1396058294067
2203,  2382.953746948349
2204,  2382.9023985946924
2205,  2382.971500180811
2206,  2383.155336410028
2207,  2383.430700755235
2208,  2383.7595458878013
2209,  2384.0990803517843
2210,  2384.416539428835
2211,  2384.6750615662413
2212,  2384.8907329555086
2213,  2385.0668257851057
2214,  2385.221587557809
2215,  2385.383405572402
2216,  2385.6307453533173
2217,  2385.983415954831
2218,  2386.4876296171396
2219,  2387.155284174152
2220,  2388.0234801174665
2221,  2389.064359478223
2222,  2390.2492333132286
2223,  2391.5333614516608
2224,  2392.862943758315
2225,  2394.178056713913
2226,  2395.4065378535033
2227,  2396.4782831499806
2228,  2397.3613578730715
2229,  2398.024649083311
2230,  2398.4452287942668
2231,  2398.6192744032987
2232,  2398.5865111460243
2233,  2398.3832576889254
2234,  2398.0470305540243
2235,  2397.649637212827
2236,  2397.230950297207
2237,  2396.8713413291134
2238,  2396.6007466843453
2239,  2396.4657627457045
2240,  2396.499226191082
2241,  2396.701711156659
2242,  2397.0913808065025
2243,  2397.6302467508795
2244,  2398.323845650793
2245,  2399.1259579040975
2246,  2399.9891874921386
2247,  2400.876388942766
2248,  2401.768478311381
2249,  2402.637301141345
2250,  2403.435074992282
2251,  2404.152652645712
2252,  2404.8051557927524
2253,  2405.4051375945196
2254,  2405.9523358191313
2255,  2406.4419269912487
2256,  2406.930808814433
2257,  2407.4441486976057
2258,  2407.9585212385696
2259,  2408.4691134495015
2260,  2409.0139180234987
2261,  2409.5660180918703
2262,  2410.0883316269515
2263,  2410.568497619758
2264,  2411.0003109013433
2265,  2411.3663969422073
2266,  2411.650284713341
2267,  2411.851510765083
2268,  2411.998014136966
2269,  2412.1161821066585
2270,  2412.2368088208705
2271,  2412.375747717978
2272,  2412.605367276099
2273,  2412.949442154937
2274,  2413.3935883506697
2275,  2413.968021082678
2276,  2414.6628219603604
2277,  2415.443456775241
2278,  2416.261210539234
2279,  2417.0560626415286
2280,  2417.794652646767
2281,  2418.4234255094593
2282,  2418.8957414732604
2283,  2419.1819230822207
2284,  2419.301161975673
2285,  2419.2748514133655
2286,  2419.105733281024
2287,  2418.8736624447793
2288,  2418.638641566264
2289,  2418.4816792051124
2290,  2418.4149491734647
2291,  2418.5047833905865
2292,  2418.8121768007495
2293,  2419.292591181746
2294,  2419.935672613424
2295,  2420.7082604901652
2296,  2421.5630818594427
2297,  2422.4290039511816
2298,  2423.21584908367
2299,  2423.8549313155636
2300,  2424.3108271406113
2301,  2424.5286680110053
2302,  2424.4677424850584
2303,  2424.129133705966
2304,  2423.5376108641244
2305,  2422.7249489617734
2306,  2421.7384140569884
2307,  2420.6364760863953
2308,  2419.501500959134
2309,  2418.4216990605605
2310,  2417.455192987566
2311,  2416.6455038843665
2312,  2416.0793913568227
2313,  2415.7895540547493
2314,  2415.7678017129783
2315,  2415.9866042181707
2316,  2416.4541990898574
2317,  2417.104466915325
2318,  2417.8393034742194
2319,  2418.5857086225014
2320,  2419.262871828083
2321,  2419.7955964660887
2322,  2420.109589936509
2323,  2420.13129608486
